Zone,Woreda,PHCU,Facility Name,Facility Type,OBJECTID_1,CSA HF Type,X,Y
North Shewa ZHD,Menz Mama Midir WorHO,Kollo Margefia PHCU,Kolo maregefia Health Post,Health Posts,"9,063",3,589529.5489,1129192.96
North Shewa ZHD,Menz Mama Midir WorHO,Kollo Margefia PHCU,Kollo Margefia Health Center,Health Centers,"9,057",2,560295.0265,1108141.291
South Gondar ZHD,Estie WorHO,Koma PHCU,Weyraye Bereye Health Post,Health Posts,"11,515",3,396888.4033,1245809.152
South Gondar ZHD,Estie WorHO,Koma PHCU,Madoye Health Post,Health Posts,"11,516",3,396037.9425,1239984.287
South Gondar ZHD,Estie WorHO,Koma PHCU,Asmera Abaterate Health Post,Health Posts,"11,508",3,404002.654,1246363.971
South Gondar ZHD,Estie WorHO,Koma PHCU,Debrezewana Health Post,Health Posts,"14,181",3,402946.6678,1440874.653
South Gondar ZHD,Estie WorHO,Koma PHCU,Komese Abaja Health Post,Health Posts,"11,509",3,407472.9499,1245781.395
South Gondar ZHD,Estie WorHO,Koma PHCU,Koma Health Center,Health Centers,"31,689",2,403030.3776,1249472.56
North Wollo ZHD,Wadila WorHO,kone PHCU,Dorera Health Post,Health Posts,"13,202",3,490858.5839,1278502.412
North Wollo ZHD,Wadila WorHO,kone PHCU,kon 01 Geter Health Post,Health Posts,"32,315",3,492499.5933,1283945.02
North Wollo ZHD,Wadila WorHO,kone PHCU,Bete Yohannes Health Post,Health Posts,"13,200",3,496524.0519,1287330.509
North Wollo ZHD,Wadila WorHO,kone PHCU,Yewotet Health Post,Health Posts,"13,199",3,497088.5378,1278610.739
North Wollo ZHD,Wadila WorHO,kone PHCU,Bete hor Health Post,Health Posts,"13,196",3,495149.536,1279939.409
East Gojjam ZHD,Hulet Eju Nese WorHO,Kontre PHCU,Ager selam Health Post,Health Posts,"31,487",3,413529.846,1132788.876
East Gojjam ZHD,Hulet Eju Nese WorHO,Kontre PHCU,Goder Meda Health Post,Health Posts,"10,513",3,355217.1921,1225644.139
East Gojjam ZHD,Hulet Eju Nese WorHO,Kontre PHCU,Boda Baradi Health Post,Health Posts,"10,511",3,355403.4849,1221380.762
South Wollo ZHD,Mekdela WorHO,Koreb PHCU,Dender Health Post,Health Posts,"12,459",3,476208.6805,1246041.28
South Wollo ZHD,Mekdela WorHO,Koreb PHCU,Tork Health Post,Health Posts,"12,464",3,472680.1995,1246856.953
South Wollo ZHD,Mekdela WorHO,Koreb PHCU,Matameda Health Post,Health Posts,"12,463",3,486478.7396,1246731.227
South Wollo ZHD,Mekdela WorHO,Koreb PHCU,Korab Health Center,Health Centers,"12,482",2,479954.7932,1248283.105
East Gojjam ZHD,Bibugn WorHO,Korebta PHCU,Korebta Health Center,Health Centers,"10,719",2,361517.4596,1184449.85
East Gojjam ZHD,Bibugn WorHO,Korebta PHCU,Molsa Health Post,Health Posts,"10,721",3,356323.407,1182703.557
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,sembelet Health Post,Health Posts,"8,936",3,533117.545,1021947.344
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,woyinamba Health Post,Health Posts,"8,950",3,531471.0478,1015709.847
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,sheref Health Post,Health Posts,"9,137",3,510713.9049,1127262.864
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,tulefa Health Post,Health Posts,"8,937",3,523742.4248,1023262.651
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,yelet Health Post,Health Posts,"8,944",3,534047.6334,1015284.167
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,koremash Health Post,Health Posts,"8,941",3,532579.3681,1019661.81
North Shewa ZHD,Hagere Mariam WorHO,Koremashe PHCU,Koremashe Health Center,Health Centers,"8,942",2,532265.9461,1019439.715
East Gojjam ZHD,Baso Liben WorHO,Kork PHCU,Yensicha Health Post,Health Posts,"10,688",3,376346.2631,1113219.056
East Gojjam ZHD,Baso Liben WorHO,Kork PHCU,Gobetima Health Post,,"10,691",3,368024.625,1107700.183
East Gojjam ZHD,Baso Liben WorHO,Kork PHCU,Kork Health Center,Health Centers,"31,333",2,372637.0402,1112411.411
South Wollo ZHD,Tehulederie WorHO,Kosero PHCU,Korke Health Post,Health Posts,"12,547",3,576201.3812,1234920.696
South Wollo ZHD,Tehulederie WorHO,Kosero PHCU,Kosero Health Center,Health Centers,"12,540",2,577877.1088,1238230.57
South Wollo ZHD,Tehulederie WorHO,Kosero PHCU,Kosero Health Post,Health Posts,"12,543",3,578107.0054,1238277.202
South Wollo ZHD,Mehal Saint WorHO,Kotet PHCU,Koteti Health Post,Health Posts,"12,425",6,461148.3664,1202413.518
South Wollo ZHD,Mehal Saint WorHO,Kotet PHCU,Kotet Health Center,Health Centers,"12,426",2,461056.9517,1202328.497
South Gondar ZHD,Tach Gayint WorHO,kotmender PHCU,kotmender Health Center,Health Centers,"11,065",2,445587.6786,1288092.884
South Gondar ZHD,Tach Gayint WorHO,kotmender PHCU,Betyohannis Health Post,Health Posts,"11,070",8,442368.2196,1287551.884
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Kotu Health Center,Health Centers,"30,007",2,543706.7812,1037390.983
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Yenagura Health Post,Health Posts,"8,663",3,535625.5029,1024878.585
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Elani Health Post,Health Posts,"8,659",3,546698.5144,1032663.197
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Golba Health Post,Health Posts,"8,666",3,533554.3424,1030673.49
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Fetto Health Post,Health Posts,"8,662",3,537001.364,1035634.313
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Gednamamas Health Post,Health Posts,"8,660",3,543396.9877,1034597.707
North Shewa ZHD,Angolala Tera WorHO,Kotu PHCU,Wuha Meda Health Post,Health Posts,"8,668",3,568037.2458,1055362.599
North Wollo ZHD,Wadila WorHO,Kuana PHCU,Yeneja qinqina Health Post,Health Posts,"13,207",3,488120.1666,1284729.368
North Wollo ZHD,Wadila WorHO,Kuana PHCU,Yeneja misgua Health Post,Health Posts,"13,211",3,484800.5533,1283960.165
North Wollo ZHD,Wadila WorHO,Kuana PHCU,Kuana Health Center,Health Centers,"13,217",2,481714.3594,1285690.911
North Wollo ZHD,Wadila WorHO,Kuana PHCU,Zugera Health Post,Health Posts,"13,215",3,481769.6613,1283648.959
North Wollo ZHD,Wadila WorHO,Kuana PHCU,Kuana Health Post,Health Posts,"13,216",3,482367.0821,1285950.594
North Shewa ZHD,Menz Lalo Midir WorHO,Kubit PHCU,Kubit Health Center,Health Centers,"9,039",2,570537.0623,1127266.767
West Gojjam ZHD,Bure Zuria WorHO,Kuch PHCU,Zeyew Shewun Health Post,Health Posts,"9,826",7,284755.7963,1159237.53
West Gojjam ZHD,Bure Zuria WorHO,Kuch PHCU,Gedam Lejamor Health Post,Health Posts,"9,802",3,287116.1019,1156910.04
West Gojjam ZHD,Bure Zuria WorHO,Kuch PHCU,Fezel Health Post,Health Posts,"9,823",3,285227.3916,1162042.823
West Gojjam ZHD,Bure Zuria WorHO,Kuch PHCU,Kuch Health Center,Health Centers,"30,822",2,283855.4186,1159653.055
West Gojjam ZHD,Bure Zuria WorHO,Kuch PHCU,Bokotabo Health Post,Health Posts,"9,827",8,282179.3506,1145707.756
North Wollo ZHD,Lasta WorHO,Kulmesk PHCU,Kulmesk Health Center,Health Centers,"32,323",2,522607.2097,1319524.388
North Wollo ZHD,Lasta WorHO,Kulmesk PHCU,Tefelmay Health Post,Health Posts,"13,120",3,519363.6923,1323669.012
North Wollo ZHD,Lasta WorHO,Kulmesk PHCU,Genet mariam Health Post,Health Posts,"13,123",3,512742.0841,1321137.568
North Wollo ZHD,Lasta WorHO,Kulmesk PHCU,Kulmesk Health Post,Health Posts,"32,324",3,522297.9586,1319275.385
North Wollo ZHD,Lasta WorHO,Kulmesk PHCU,Mawure Health Post,Health Posts,"13,119",3,518011.5006,1316991.857
South Wollo ZHD,Kutaber WorHO,Kundi PHCU,Kundi Health Post,Health Posts,"12,348",7,549720.8467,1255487.841
South Wollo ZHD,Kutaber WorHO,Kundi PHCU,Wogela Health Post,Health Posts,"31,995",8,523394.1798,1281152.338
South Wollo ZHD,Kutaber WorHO,Kundi PHCU,Kundi Health Center,Health Centers,"12,349",2,549567.7364,1255363.394
South Wollo ZHD,Kutaber WorHO,Kundi PHCU,Manosh Health Post,Health Posts,"12,325",6,549871.7182,1250774.792
South Wollo ZHD,Kutaber WorHO,Kundi PHCU,Ambagebi Health Post,Health Posts,"12,324",3,546063.1023,1258378.074
West Gojjam ZHD,Jabi Tehnan WorHO,Kuni PHCU,Kuni Health Center,Health Centers,"10,166",2,304074.4003,1193547.818
West Gojjam ZHD,Jabi Tehnan WorHO,Kuni PHCU,Mebesh Health Post,Health Posts,"10,163",3,307350.5052,1185938.39
West Gojjam ZHD,Semen Achefer WorHO,Kunzila PHCU,Kunzila Health Center,Health Centers,"30,760",2,285615.9704,1313778.728
West Gojjam ZHD,Semen Achefer WorHO,Kunzila PHCU,Estumit Health Post,Health Posts,"9,714",3,287938.305,1305352.92
West Gojjam ZHD,Semen Achefer WorHO,Kunzila PHCU,Kunzila Zuria Health Post,Health Posts,"30,758",3,285957.224,1313929.186
West Gojjam ZHD,Semen Achefer WorHO,Kunzila PHCU,Chanmar Health Post,Health Posts,"9,704",6,272589.1602,1307922.46
East Gojjam ZHD,Dejen WorHO,Kurar PHCU,Kurar Health Center,Health Centers,"10,816",7,392233.1812,1114217.365
East Gojjam ZHD,Dejen WorHO,Kurar PHCU,Kurar Health Post,Health Posts,"10,953",2,407551.4717,1117934.628
North Wollo ZHD,Dawunt WorHO,Kurba PHCU,Debre Agonat Health Post,Health Posts,"12,875",3,485601.3591,1269752.944
North Wollo ZHD,Dawunt WorHO,Kurba PHCU,Dacha Health Post,Health Posts,"12,872",7,488883.6874,1270483.358
North Wollo ZHD,Dawunt WorHO,Kurba PHCU,Kurba Health Center,Health Centers,"32,318",7,489340.8325,1266891.357
Dessie Town Woreda WorHO,Kurkur PHCU,Kurkur Health Center,Kurkur Health Center,Health Centers,"32,097",2,568656.2406,1234308.083
South Wollo ZHD,Tenta WorHO,kurkur PHCU,kurkur Health Center,Health Centers,"12,606",2,517546.3718,1231743.944
South Wollo ZHD,Tenta WorHO,kurkur PHCU,Zakunat Health Post,Health Posts,"12,611",3,516573.3408,1226898.55
South Wollo ZHD,Tenta WorHO,kurkur PHCU,Kurikur Health Post,Health Posts,"12,605",6,517556.4345,1231685.612
South Wollo ZHD,Kutaber WorHO,Kutaber PHCU,Abaselama Health Post,Health Posts,"12,330",3,558280.6916,1252095.065
South Wollo ZHD,Kutaber WorHO,Kutaber PHCU,Barkana Health Post,Health Posts,"12,321",3,550338.3003,1245554.192
South Wollo ZHD,Kutaber WorHO,Kutaber PHCU,Alansha Health Post,Health Posts,"12,319",3,563686.1503,1242266.638
South Wollo ZHD,Kutaber WorHO,Kutaber PHCU,Haroye Health Post,Health Posts,"12,344",3,556137.5021,1244698.281
South Wollo ZHD,Kutaber WorHO,Kutaber PHCU,Beshilo Health Post,Health Posts,"31,896",4,559991.4064,1245351.184
South Wollo ZHD,Kutaber WorHO,Kutaber PHCU,Kutaber Health Center,Health Centers,"31,898",2,559550.499,1246579.313
East Gojjam ZHD,Shebel Berenta WorHO,Kutkuat PHCU,Abasilma Health Post,Health Posts,"10,653",3,438027.999,1147391.425
East Gojjam ZHD,Shebel Berenta WorHO,Kutkuat PHCU,Weyinye Health Post,Health Posts,"10,443",3,347854.2476,1149455.427
East Gojjam ZHD,Shebel Berenta WorHO,Kutkuat PHCU,Kutkuat Health Center,Health Centers,"10,651",2,434881.6867,1150231.231
East Gojjam ZHD,Shebel Berenta WorHO,Kutkuat PHCU,Bonya Sekela Health Post,Health Posts,"10,650",3,439131.6707,1151000.839
East Gojjam ZHD,Debay Tilatgin WorHO,Kuy PHCU,Kuy Health Center,Health Centers,"10,872",3,394359.7124,1159568.42
East Gojjam ZHD,Debay Tilatgin WorHO,Kuy PHCU,Asendabo Health Post,Health Posts,"10,873",3,385795.6714,1164009.746
East Gojjam ZHD,Debay Tilatgin WorHO,Kuy PHCU,Wodeb Health Post,Health Posts,"10,875",3,386705.5571,1166677.528
East Gojjam ZHD,Debay Tilatgin WorHO,Kuy PHCU,Yedama Health Post,Health Posts,"10,881",3,395738.0198,1162284.297
North Wollo ZHD,Lalibela Town WorHO,Lalibela PHCU,Lalibela Health Center,Health Centers,"32,359",2,504938.4337,1330356.08
North Wollo ZHD,Lalibela Town WorHO,Lalibela PHCU,Nakutolab Health Post,Health Posts,"13,234",3,506569.5046,1326037.948
West Gojjam ZHD,Debub Achefer WorHO,Lalibela PHCU,Dilamo Health Post,Health Posts,"9,657",3,281020.0448,1272034.316
West Gojjam ZHD,Debub Achefer WorHO,Lalibela PHCU,Lalibela Health Center,Health Centers,"30,727",2,276720.2051,1273453.227
North Shewa ZHD,Ensaro WorHO,Lamgeno PHCU,Beresa Health Post,Health Posts,"8,855",3,480863.0755,1096201.992
North Shewa ZHD,Ensaro WorHO,Lamgeno PHCU,Yedeno Health Post,Health Posts,"8,848",3,481978.1438,1090234.11
North Shewa ZHD,Ensaro WorHO,Lamgeno PHCU,Lamegeno Health Post,Health Posts,"8,857",3,483008.7253,1086560.127
North Shewa ZHD,Ensaro WorHO,Lamgeno PHCU,Weko Health Post,Health Posts,"8,854",3,483900.495,1083006.188
North Shewa ZHD,Ensaro WorHO,Lamgeno PHCU,Lamgeno Health Center,Health Centers,"8,856",2,482915.8687,1086503.598
West Gojjam ZHD,Bahir Dar Zuria WorHO,Lata PHCU,Yigodi  Health post,Health Posts,"10,034",3,305388.2336,1288721.247
West Gojjam ZHD,Bahir Dar Zuria WorHO,Lata PHCU,Dehina Mariam Health Post,Health Posts,"10,033",3,297968.7667,1287889.259
West Gojjam ZHD,Bahir Dar Zuria WorHO,Lata PHCU,Lata Health Center,Health Centers,"10,030",2,305068.7701,1292579.646
East Gojjam ZHD,Awabel WorHO,Lega PHCU,Derek Afer Health Post,Health Posts,"10,817",3,388040.3849,1117234
East Gojjam ZHD,Awabel WorHO,Lega PHCU,Turet Health Post,Health Posts,"10,808",3,396002.7588,1124300.525
East Gojjam ZHD,Awabel WorHO,Lega PHCU,Mekides Health Post,Health Posts,"10,813",3,390420.7038,1119439.617
East Gojjam ZHD,Awabel WorHO,Lega PHCU,Endeget Health Post,Health Posts,"10,804",6,387684.6121,1122658.958
West Gojjam ZHD,Semen Achefer WorHO,Legdia PHCU,Chimba Health Post,Health Posts,"30,745",3,299481.9373,1294949.949
West Gojjam ZHD,Semen Achefer WorHO,Legdia PHCU,Shobla Health Post,Health Posts,"9,722",3,291299.1356,1288388.808
West Gojjam ZHD,Semen Achefer WorHO,Legdia PHCU,Killaje Health Post,Health Posts,"9,730",3,288304.3737,1296867.947
West Gojjam ZHD,Debub Achefer WorHO,Lehudi PHCU,Kurbiha Health Post,Health Posts,"9,658",3,280606.7644,1277776.679
West Gojjam ZHD,Debub Achefer WorHO,Lehudi PHCU,Lehudi Health Center,Health Centers,"9,662",3,283996.91,1276977.495
West Gojjam ZHD,Debub Mecha WorHO,Lehulum Selam PHCU,Zemnbirhan Health Post,Health Posts,"9,966",3,297801.459,1241295.353
West Gojjam ZHD,Debub Mecha WorHO,Lehulum Selam PHCU,Feleghyiot Health Post,Health Posts,"9,973",3,304001.2286,1247497.915
West Gojjam ZHD,Debub Mecha WorHO,Lehulum Selam PHCU,Brihan Chora Health Post,Health Posts,"9,969",3,295915.6516,1247206.327
Central Gondar ZHD,Gondar Zuriya WorHO,Lemba PHCU,Shiha Gomenge Health Post,Health Posts,"13,445",3,342543.3593,1360930.646
Central Gondar ZHD,Gondar Zuriya WorHO,Lemba PHCU,Lemba Health Center,Health Centers,"13,441",2,337979.7264,1365317.452
Central Gondar ZHD,Gondar Zuriya WorHO,Lemba PHCU,Zengaje Health Post,Health Posts,"13,429",3,335272.3586,1367361.96
South Wollo ZHD,Wogidi WorHO,Lemi PHCU,Yeshum Health Post,Health Posts,"12,665",3,491304.1041,1189463.854
North Shewa ZHD,Ensaro WorHO,Lemi PHCU,Lemi Health Center,Health Centers,"30,290",2,489345.9471,1083715.77
North Shewa ZHD,Ensaro WorHO,Lemi PHCU,Wekelo Health Post,Health Posts,"8,752",3,569427.8874,1072063.639
North Shewa ZHD,Ensaro WorHO,Lemi PHCU,Diramu Health Post,Health Posts,"8,847",3,489030.8337,1083716.812
South Wollo ZHD,Wogidi WorHO,Lemi PHCU,Demasiko Health Post,Health Posts,"12,667",3,488062.3377,1183561.808
South Gondar ZHD,Estie WorHO,Lewaye PHCU,Wofaye Health Post,Health Posts,"11,515",3,396888.4033,1245809.152
South Gondar ZHD,Estie WorHO,Lewaye PHCU,Amejaye Health Post,Health Posts,"11,481",3,395957.7301,1289554.156
South Gondar ZHD,Estie WorHO,Lewaye PHCU,Wuchiba Health Post,Health Posts,"11,467",3,407900.473,1292567.142
South Gondar ZHD,Estie WorHO,Lewaye PHCU,Belta Health Post,Health Posts,"11,483",3,393788.2003,1287823.85
South Wollo ZHD,Jama WorHO,Libanos PHCU,Yedo Health Post,Health Posts,"11,853",3,527777.2784,1144935.989
East Gojjam ZHD,Gozamin WorHO,Libanos PHCU,Balaref Health Post,Health Posts,"10,455",3,348861.1791,1136315.702
East Gojjam ZHD,Gozamin WorHO,Libanos PHCU,Chimt Health Post,Health Posts,"10,458",3,346005.0079,1126512.211
West Gojjam ZHD,Semen Achefer WorHO,Liben PHCU,Denbola Health Post,Health Posts,"9,694",3,279271.4032,1297160.365
West Gojjam ZHD,Semen Achefer WorHO,Liben PHCU,Kongrie Health Post,Health Posts,"9,734",3,282163.3777,1291479.506
South Gondar ZHD,Libo Kemkem WorHO,Libo Giorgis PHCU,Ameno health post,Health Posts,"11,206",3,384939.6138,1349115.234
South Gondar ZHD,Estie WorHO,Licha PHCU,Erecha Health Post,Health Posts,"11,528",3,385154.3487,1291243.297
South Gondar ZHD,Estie WorHO,Licha PHCU,Licha Health Post,Health Posts,"31,682",2,378451.3649,1288102.07
South Gondar ZHD,Estie WorHO,Licha PHCU,Gind Atemem Health Post,Health Posts,"11,527",3,380780.0664,1288835.304
South Gondar ZHD,Estie WorHO,Licha PHCU,Licha Health Center,Health Centers,"31,683",2,378483.0963,1288112.476
South Gondar ZHD,Estie WorHO,Licha PHCU,Arida Health Post,Health Posts,"11,372",3,371422.7144,1295637.484
Awi ZHD,Banja,Lideta PHCU,Asera Health Post,Health Posts,"9,333",3,276745.1679,1218741.759
Awi ZHD,Banja,Lideta PHCU,Lideta Health Center,Health Centers,"9,355",2,267526.8827,1210191.689
Awi ZHD,Banja,Lideta PHCU,Lideta Health Post,Health Posts,"9,356",3,267520.6551,1210210.543
South Wollo ZHD,Kutaber WorHO,Ligot PHCU,Arses Amba Health Post,Health Posts,"12,338",3,539022.5544,1244145.649
South Wollo ZHD,Kutaber WorHO,Ligot PHCU,Ligot Health Center,Health Centers,"12,417",3,469071.7921,1210849.05
North Gondar ZHD,Beyeda WorHO,Liwarie PHCU,Liwarie Health Center,Health Centers,"14,092",2,446803.0796,1462806.445
North Gondar ZHD,Beyeda WorHO,Liwarie PHCU,Segenet Health Post,Health Posts,"14,094",3,441296.752,1469985.097
North Gondar ZHD,Beyeda WorHO,Liwarie PHCU,Medebay Health Post,Health Posts,"14,093",3,444616.6981,1461984.422
North Gondar ZHD,Beyeda WorHO,Liwarie PHCU,Selewa Health Post,Health Posts,"14,090",3,443546.8902,1460063.542
Gondar Town Woreda WorHO,Azezo PHCU,Loza Mariyam Health Post,Loza Mariyam Health Post,Health Posts,"25,292",3,326114.6038,1386221.248
Oromia Special ZHD,Jile Timuga WorHO,Lugo PHCU,Metahora Health Post,Health Posts,"9,286",3,609076.2382,1151102.544
Oromia Special ZHD,Jile Timuga WorHO,Lugo PHCU,Arbawayo Health Post,Health Posts,"9,293",3,604478.3501,1145653.599
Oromia Special ZHD,Jile Timuga WorHO,Lugo PHCU,Lugo Health Center,Health Centers,"9,291",2,608232.6599,1147672.686
Oromia Special ZHD,Jile Timuga WorHO,Lugo PHCU,Werlencha Health Post,Health Posts,"9,287",3,612988.8956,1143156.272
Oromia Special ZHD,Jile Timuga WorHO,Lugo PHCU,Gangaha Health Post,Health Posts,"9,282",3,603717.5912,1127209.92
East Gojjam ZHD,Awabel WorHO,Lumamie PHCU,Ambasham health post,Health Posts,"10,781",6,387358.8236,1138463.683
East Gojjam ZHD,Awabel WorHO,Lumamie PHCU,Lumame Health Center,Health Centers,"31,395",2,383497.009,1132908.294
East Gojjam ZHD,Awabel WorHO,Lumamie PHCU,Yedengora Health Post,Health Posts,"10,773",3,384130.7722,1129265.506
East Gojjam ZHD,Awabel WorHO,Lumamie PHCU,Yegider Health Post,Health Posts,"10,405",7,366301.0765,1136719.835
East Gojjam ZHD,Awabel WorHO,Lumamie PHCU,Yekeyit Health Post,Health Posts,"10,776",3,382909.7635,1133688.677
South Gondar ZHD,Farta,Mahidere Mariam PHCU,Mahidere Mariam Health Center,Health Centers,"31,599",3,414086.9521,1255277.966
South Gondar ZHD,Farta,Mahidere Mariam PHCU,Mahidere Mariam Health Post,Health Posts,"11,091",3,414086.9521,1255277.966
South Gondar ZHD,Farta,Mahidere Mariam PHCU,Zimha Health Post,Health Posts,"11,453",3,376389.5904,1297434.819
North Shewa ZHD,Efratana Gidim WorHO,Majetie PHCU,Getem gojowha Health Post,Health Posts,"8,837",3,593469.1085,1165981.79
North Shewa ZHD,Efratana Gidim WorHO,Majetie PHCU,Majetie Health Center,Health Centers,"30,286",2,594286.5287,1160099.807
North Shewa ZHD,Efratana Gidim WorHO,Majetie PHCU,Kabsaramba Health Post,Health Posts,"8,834",3,592334.7244,1163361.845
North Shewa ZHD,Efratana Gidim WorHO,Majetie PHCU,Ankarkobekob Health Post,Health Posts,"30,285",3,595524.2284,1160623.159
South Wollo ZHD,Wogidi WorHO,Makefeta PHCU,Makefeta Health Center,Health Centers,"31,983",6,462708.0922,1166190.738
South Wollo ZHD,Wogidi WorHO,Makefeta PHCU,kabiwobo Health Post,Health Posts,"11,710",3,460821.9479,1183905.743
South Wollo ZHD,Wogidi WorHO,Makefeta PHCU,Keraba Health Post,Health Posts,"12,656",8,458080.2597,1165515.904
South Wollo ZHD,Wogidi WorHO,Makefeta PHCU,Makefta Health Post,Health Posts,"31,984",3,462620.0992,1166114.58
South Wollo ZHD,Wogidi WorHO,Makefeta PHCU,Gelebe Health Post,Health Posts,"12,657",3,462306.358,1168748.901
West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU,Maksegnin Health Center,Health Centers,"10,176",2,316461.6074,1195881.811
West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU,Zengebal Health Post,Health Posts,"10,169",3,315045.7187,1202067.028
West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU,Azemer Health Post,Health Posts,"10,172",3,315862.0558,1205631.271
West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU,Amestegna Health Post,Health Posts,"10,134",3,317581.8733,1193143.253
Central Gondar ZHD,Gondar Zuriya WorHO,Maksegnit PHCU,Maksegnit Health Center,Health Centers,"32,514",2,342591.4065,1369415.778
