Health Facility name,Facility Type,Ownership,ID,level,Region,Zone,Woreda,PHCU
Segenet Health Post,Health Posts,Public,utOUbacFj3b,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
Selewa Health Post,Health Posts,Public,Zs51ak3ePym,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
Tezen Health Post,Health Posts,Public,zsqCyC6ShPT,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
Sabira Health Center,Health Centers,Public,WyP3fjAZLpn,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Sabira PHCU
Meleb Health Post,Health Posts,Public,rBvWbEWAb1d,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Sabira PHCU
Sabira Health Post,Health Posts,Public,S91attbKKIf,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Sabira PHCU
Tiguna Tana Health Post,Health Posts,Public,MtId5giXdZD,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Sabira PHCU
Dabat Primary Hospital,Hospitals,Public,YwasgyF37ob,4,Amhara Regional Health Bureau,North Gondar ZHD,Dabat Primary Hospital,
Ajire Health Center,Health Centers,Public,NNlEplQqwFl,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Ajire PHCU
Aditewulgn Health Post,Health Posts,Public,QmcWaqxcnuU,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Ajire PHCU
Arade Health Post,Health Posts,Public,dfGB6pi8ulV,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Ajire PHCU
Ayirefeda Health Post,Health Posts,Public,SZFoRwvf6PZ,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Ajire PHCU
Guchereb Health Post,Health Posts,Public,h3jUPFKLTpe,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Ajire PHCU
Azimeraw Medium Clinic,Clinics,Private,uK94O2yTmEI,5,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,
Dabat Health Center,Health Centers,Public,lhwJAAD3Gm1,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dabat PHCU
Arebur Health Post,Health Posts,Public,EH2K1EDszXK,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dabat PHCU
Bera Health Post,Health Posts,Public,yZDnk36Mw3X,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dabat PHCU
Dabat Zuria Health Post,Health Posts,Public,SPx2BbsIOhV,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dabat PHCU
Fana Health Post,Health Posts,Public,mhhP4QaKPdD,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dabat PHCU
Talakmesk Health Post,Health Posts,Public,V9v7ues6yAe,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dabat PHCU
Dara Health Center,Health Centers,Public,J4R221qqB0W,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Benker Health Post,Health Posts,Public,RBtNur84kAH,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Chambilge Health Post,Health Posts,Public,YryUm9dra84,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Charbita Health Post,Health Posts,Public,b1zz8b9S8PW,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Chila Health Post,Health Posts,Public,pqReXG5dchr,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Darabo Health Post,Health Posts,Public,VM1uEXWHOIf,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Darasilasie Health Post,Health Posts,Public,vm7JFxfPiTl,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Karha Health Post,Health Posts,Public,Fem72y6Nrmy,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Dara PHCU
Deromamay Health Center,Health Centers,Public,nVcfmMfTFlr,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Deromamay PHCU
Amba Health Post,Health Posts,Public,JpaU9KvVWf6,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Deromamay PHCU
Defia Health Post,Health Posts,Public,yya5vcBgyXa,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Deromamay PHCU
Janbelew Health Post,Health Posts,Public,Br1lpcBKu8S,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Deromamay PHCU
Selamye Health Post,Health Posts,Public,DRyUZRWCgQo,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Deromamay PHCU
Eyachew Medium Clinic,Clinics,Private,iG66cYIL7Jz,5,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,
Janora Health Center,Health Centers,Public,Krnrcmu7NlE,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Bentero Health Post,Health Posts,Public,Z1xuQSCj6iD,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Chilaydiba Health Post,Health Posts,Public,lZxB6KHb9Zg,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Gewunatamba Health Post,Health Posts,Public,HmC64UeuSYL,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Gurnamba Health Post,Health Posts,Public,yaUaygj4T58,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Kenta Health Post,Health Posts,Public,SWV0odwHEjS,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Sebentera Health Post,Health Posts,Public,TgDkJ3nwS0T,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Janora PHCU
Temeche Primery Clinic,Clinics,Private,TCBd8Av6alE,5,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,
Weqin Health Center,Health Centers,Public,p6sVVV691sJ,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Weqin PHCU
Abitera Health Post,Health Posts,Public,M9OT4UFFjVR,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Weqin PHCU
China Health Post,Health Posts,Public,z6lKlZHd6BX,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Weqin PHCU
Dequa Health Post,Health Posts,Public,q55GeMkKsjI,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Weqin PHCU
Tenseye Health Post,Health Posts,Public,QAcxNAKhypn,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Weqin PHCU
Weqin Zuria Health Post,Health Posts,Public,MtnyBb6Sjcs,6,Amhara Regional Health Bureau,North Gondar ZHD,Dabat WorHO,Weqin PHCU
Debark General Hospital,Hospitals,Public,nsN7iZcZA8I,4,Amhara Regional Health Bureau,North Gondar ZHD,Debark General Hospital,
Bihonegn Midium Clinic,Clinics,Private,nBbQMXEkBwx,5,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,
Debark DIC,Clinics,Private,nfW2w1ghFM1,5,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,
Debark Health Center,Health Centers,Public,OOF0A2JwcUJ,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,Debark PHCU
Debir Health Post,Health Posts,Public,Jv3yFmb18wu,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,Debark PHCU
Hiekrar_Woganba Health Post,Health Posts,Public,Q4yqRo6ofqK,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,Debark PHCU
Kino Mender 1 Health Post,Health Posts,Public,hloKq6Xs6O2,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,Debark PHCU
Mikara Health Post,Health Posts,Public,EgReWFy6qE0,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,Debark PHCU
Zebena Health Post,Health Posts,Public,VqERIHWs3h6,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,Debark PHCU
Eshetie Medium Clinic,Clinics,Private,BtXplG0JySs,5,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,
Tadegegn Primary Clinic,Clinics,Private,fAaMo5A8PSE,5,Amhara Regional Health Bureau,North Gondar ZHD,Debark Town WorHO ,
Abaysquar Health Center,Health Centers,Public,XU9ol3pjAGq,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Abaysquar PHCU
Abaysquar Health Post,Health Posts,Public,uxuR9YkixTv,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Abaysquar PHCU
Chardqua Health Post,Health Posts,Public,Sqso02YSNtp,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Abaysquar PHCU
Kebeshiha Health Post,Health Posts,Public,sjhiqFxfG4b,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Abaysquar PHCU
Adigagra Health Center,Health Centers,Public,LtFhO3vu4D0,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Adigagra PHCU
Abrham Health Post,Health Posts,Public,zFMmuFtFIgm,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Adigagra PHCU
Adagat Health Post,Health Posts,Public,DuKP9DOk5PN,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Adigagra PHCU
Adigagra Health Post,Health Posts,Public,KmOlUVDHY4G,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Adigagra PHCU
Ariginjona Health Center,Health Centers,Public,Sg0BZEXfOh0,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Abergina Health Post,Health Posts,Public,jjX6L4jUlkf,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Adisgie Health Post,Health Posts,Public,RB6ImS1IiHI,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Ariginjona Health Post,Health Posts,Public,MqmcdJaOZQ0,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Gomia Health Post,Health Posts,Public,Rgxh16gc29O,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Kino Mender 2 Health Post,Health Posts,Public,pCfrzYvEHh8,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Kuha Health Post,Health Posts,Public,xNJCRCPMy8A,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Milgebsa Health Post,Health Posts,Public,gfwQlCZ0AsU,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU
Atamta Health Center,Health Centers,Public,oFZumB2rWLg,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Atamta PHCU
Atamta Health Post,Health Posts,Public,xrJdwHAVTPt,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Atamta PHCU
Beles Health Center,Health Centers,Public,t4BvyQt4DS8,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Beles PHCU
Adebabay Tsion Health Post,Health Posts,Public,IK0OURZhmlu,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Beles PHCU
Beles Health Post,Health Posts,Public,B9Y17Huknjo,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Beles PHCU
Segi Health Post,Health Posts,Public,gEd4jDu2Y2f,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Beles PHCU
Dawie Health Center,Health Centers,Public,mBYQgxFn6pU,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dawie PHCU
Adirtsan Health Post,Health Posts,Public,bprJL7bwZoZ,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dawie PHCU
Dalidima Health Post,Health Posts,Public,op2kkkVkMSH,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dawie PHCU
Dawie Health Post,Health Posts,Public,bl5PMTYMWJJ,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dawie PHCU
Dibbahir Health Center,Health Centers,Public,gHVr6p91Y7a,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dibbahir PHCU
Dibbahir Health Post,Health Posts,Public,l5CZndjjpTl,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dibbahir PHCU
Wuraba_Dimto Health Post,Health Posts,Public,hW6HSdTqyQk,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Dibbahir PHCU
Sera Health Center,Health Centers,Public,ye0jXB65vXo,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Sera PHCU
Loma Health Post,Health Posts,Public,ynoBFXPSokm,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Sera PHCU
Sera Health Post,Health Posts,Public,qDNthknVoeo,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Sera PHCU
Tarekegn Primary Clinic,Clinics,Private,Z8ha8Y3z4SW,5,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,
Tirahina Health Center,Health Centers,Public,T402cEI5lk4,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Tirahina PHCU
Asabo Health Post,Health Posts,Public,vIYM9c5LGxu,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Tirahina PHCU
Dimto Health Post,Health Posts,Public,tO8Lt2P1i6q,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Tirahina PHCU
Jirowosen Health Post,Health Posts,Public,Ztf6EKFWv6z,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Tirahina PHCU
Tirahina Health Post,Health Posts,Public,QEkGtgvkOA4,6,Amhara Regional Health Bureau,North Gondar ZHD,Debark Zuria WorHO,Tirahina PHCU
Asenga Health Center,Health Centers,Public,emsH11wRR61,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Asenga PHCU
Asenga Health Post,Health Posts,Public,YJc8ly3Q8aC,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Asenga PHCU
Dinat Health Post,Health Posts,Public,xyomq9SxpBh,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Asenga PHCU
Gurgur Health Post,Health Posts,Public,nAf9zR0OXGJ,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Asenga PHCU
Serebar Health Post,Health Posts,Public,VK1quE5KIDr,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Asenga PHCU
Derona Health Center,Health Centers,Public,U3ByeSYuZmT,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Adigicha Health Post,Health Posts,Public,yvpAAqfurcv,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Aregaye Health Post,Health Posts,Public,lis6keYYh8F,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Derona Health Post,Health Posts,Public,gTfXj5svJSE,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Gasha Jagerie Health Post,Health Posts,Public,rM2DwIUBaGq,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Genze Health Post,Health Posts,Public,NTwF2PAsEXd,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Sakiba Health Post,Health Posts,Public,uE8mxiOjosr,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Derona PHCU
Enchetkab Health Center,Health Centers,Public,OoVHC8mB0so,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Enchetkab PHCU
Barna Health Post,Health Posts,Public,U7Nh3zDCGjw,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Enchetkab PHCU
Denkolako Health Post,Health Posts,Public,hGE4fkaa2LV,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Enchetkab PHCU
Enchet Kab Health Post,Health Posts,Public,tnHfcRirilx,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Enchetkab PHCU
Kumbel Health Post,Health Posts,Public,P8sctyT8c4e,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Enchetkab PHCU
Mariewonze Health Post,Health Posts,Public,prjPUflpkH0,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Enchetkab PHCU
Keyit Primary Clinic,Clinics,Private,HrWqhvdivwN,5,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,
Mekanberhan Health Center,Health Centers,Public,nmUFUOp8hOX,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Mekanberhan PHCU
Deresegie Health Post,Health Posts,Public,aXJFULJ4AY6,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Mekanberhan PHCU
Lega Health Post,Health Posts,Public,NMPMDDzrBSP,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Mekanberhan PHCU
Robigebiya Health Post,Health Posts,Public,Y2Bv352h44Q,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Mekanberhan PHCU
Sabera Health Post,Health Posts,Public,t8bJyRwP9su,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Mekanberhan PHCU
Woyna Health Post,Health Posts,Public,sGGsHqRuz9m,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Mekanberhan PHCU
Meshiha Health Center,Health Centers,Public,XwQJugzvbWi,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Atigeba Health Post,Health Posts,Public,pjYLpMyrSjk,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Ayteter Health Post,Health Posts,Public,UwuWxsczFY0,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Bahir Aneba Health Post,Health Posts,Public,hB1zKj7sZKM,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Dibil Health Post,Health Posts,Public,CXPdvUC79Lk,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Kilil Health Post,Health Posts,Public,TKJY9VwAp21,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Lori Health Post,Health Posts,Public,I42NUgvjExS,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Maje Health Post,Health Posts,Public,JGGQ9hxIkm9,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Zakilta Health Post,Health Posts,Public,iSyEjFg8L5n,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Meshiha PHCU
Teka Primary Clinic,Clinics,Private,bclb6E1lqAK,5,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,
Wasel Health Center,Health Centers,Public,PWg139Ujhgc,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Awuchara Health Post,Health Posts,Public,TgqdJcEEw5H,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Betizaz Health Post,Health Posts,Public,aEiWvWwo2Al,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Chocha Health Post,Health Posts,Public,pNPDhsJ0KP2,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Elwa Health Post,Health Posts,Public,mWQ0CcWt6aG,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Koga Health Post,Health Posts,Public,HOqPQM8Coay,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Mariam Tene Health Post,Health Posts,Public,uzdQOt5pqRK,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Wasel Health Post,Health Posts,Public,QGNAfFOm3fH,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Zawula Kurana Health Post,Health Posts,Public,zEoEWLGcj66,6,Amhara Regional Health Bureau,North Gondar ZHD,Janamora WorHO,Wasel PHCU
Mekane Birhan Primary Hospital,Hospitals,Public,bDwUp7ZNZSr,4,Amhara Regional Health Bureau,North Gondar ZHD,Mekane Birhan Primary Hospital,
Betel Health Center,Health Centers,Public,eswmvssu1Z6,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Betel PHCU
Beskiya Health Post,Health Posts,Public,eEHAoRQ7QMc,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Betel PHCU
Betel Health Post,Health Posts,Public,AA9UDfT1poZ,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Betel PHCU
Erin Health Post,Health Posts,Public,wYkhSbiEWUI,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Betel PHCU
Merew Bila Health Post,Health Posts,Public,x5lP1aS2Ot0,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Betel PHCU
Merew Gebrieal Health Post,Health Posts,Public,cm2h2cGhayc,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Betel PHCU
Dejach Meda Health Center,Health Centers,Public,O7NR3yLOIpi,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Abina Health Post,Health Posts,Public,XC4lSWxJbVw,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Admihret Health Post,Health Posts,Public,xsvnO1Ty1ni,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Ateba Health Post,Health Posts,Public,nuNAtqX65A5,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Dereba Health Post,Health Posts,Public,MyLYz7WkCdO,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Negade Mesageriya Health Post,Health Posts,Public,aO18Lr0FaaN,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Tara Health Post,Health Posts,Public,FjtoFsEcYgw,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Dejach Meda PHCU
Gelbiena Health Center,Health Centers,Public,Zag4St0ZZkg,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Gelbiena PHCU
Ageta Health Post,Health Posts,Public,mxgArSOAQCF,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Gelbiena PHCU
Akuna Health Post,Health Posts,Public,O0j1lcsLfjE,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Gelbiena PHCU
Chinfera Health Post,Health Posts,Public,Jsa1pvrQaPm,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Gelbiena PHCU
Gelbiena Health Post,Health Posts,Public,urulkmTcBZc,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Gelbiena PHCU
Kerewa Health Post,Health Posts,Public,MB9IZVdjgL3,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Gelbiena PHCU
Terenasha Health Center,Health Centers,Public,vMrEmkp7F5k,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Terenasha PHCU
Adiselam Health Post,Health Posts,Public,llxliUSpRxI,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Terenasha PHCU
Avera Health Post,Health Posts,Public,DYQ3BRayS4E,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Terenasha PHCU
Gicha Health Post,Health Posts,Public,DBWj8Dp0b2C,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Terenasha PHCU
Lawkiya Health Post,Health Posts,Public,CBtGnOirlGu,6,Amhara Regional Health Bureau,North Gondar ZHD,Telemt WorHO,Terenasha PHCU
