ZHD,Woreda/ZHD/RHB,periodname,Denom - Estimated number of 0-2 months with sepsis/VSD,Denom - Estimated number of 12 - 24 months children,Denom - Estimated number of <15 year children 1,Denom - Estimated number of <5 year children,Denom - Estimated number of HIV positive pregnant women,Denom - Estimated number of Leprosy cases,Denom - Estimated number of Non-pregnant women aged 15-49 year,Denom - Estimated number of STI cases,Denom - Estimated number of adult population living with HIV ,Denom - Estimated number of adults  in the catchment area,Denom - Estimated number of adults age 15-24 within the catchment area,Denom - Estimated number of adults age 15-59 within the catchment area,Denom - Estimated number of all forms of TB cases in the population,Denom - Estimated number of child population living with HIV ,Denom - Estimated number of children  aged 24 - 59 months ,Denom - Estimated number of children aged 6-59 months,Denom - Estimated number of diabetic cases,Denom - Estimated number of girls (14 years old),Denom - Estimated number of girls (9 years old),Denom - Estimated number of hypertensive cases,Denom - Estimated number of live birth,Denom - Estimated number of neonates with birth asphyxia case,Denom - Estimated number of networked in 1 to 5 ,Denom - Estimated number of patients with CVD risk  ≥ 30%,Denom - Estimated number of people living with HIV ,Denom - Estimated number of people tested for HCT,Denom - Estimated number of pregnant women,Denom - Estimated number of surviving infants,Denom - Estimated number of under 2 yrs children,Denom - Estimated number of under 5 children with diarrhea cases,Denom - Estimated number of under 5 children with pneumonia,Denom - Estimated number of women age 30-49 within the catchment area,Denom - Expected number of deliveries,Denom - Total catchment population - female,Denom - Total catchment population - male,Denom - Total number of HHs in the catchment,Denom - Total number of Oncocerciasis MDA eligible population ,Denom - Total number of Rural HHs,Denom - Total number of Schistosomiasis MDA eligible population,Denom - Total number of Urban HHs,Denom - Total number of Urban kebele,Denom - Total number of catchment population,Denom - Total number of kebele,Denom - Total number of lymphatic filariasis MDA eligible population ,Denom - Total number of rural kebele,Denom - Total number of trachoma MDA eligible population 
North Wollo ZHD,Lalibela Town WorHO,Ham 2012 to Sen 2013,105.4,796.7,17544.9,5573.7,12.5,1.3,8325.1,790.1,,,8516.1,21162.1,57.6,,3495.7,5300.4,1316.9,507.8,,3777.2,1386.8,1.9,1914.1,,,,1386.8,1281.5,2077.9,5573.7,1504.9,3868.3,1386.8,,,9570.3,35580.2,8039,11934.1,1531.2,5,41152.2,6.2,35580.2,1.2,41152.2
North Wollo ZHD,Lalibela Town WorHO,Ham 2013 to Sen 2014,110.1,833.7,18320.4,5820.6,10.6,1.4,8693.9,825.1,361.9,28608,9347.7,25544.9,60.2,20.6,3650.6,5535.2,972.7,528.6,,4462.8,1448.3,60.2,9570.3,,,,1448.3,1338.3,2170.3,5820.6,1571.6,4727.3,1448.3,24275.2,18700.2,9994.3,0,1519.2,12462.9,8475.1,4,42975.4,5,0,1,42975.4
North Wollo ZHD,Lalibela Town WorHO,Ham 2014 to Sen 2015,114.4,857.9,19049.6,6051.7,12.2,1.3,9039,857.9,,26931.2,8516.1,24176.1,58.1,,3795.5,5755,26931.2,549.6,3038.3,26931.2,1505.8,150.6,9570.3,,,,1505.8,1391.3,2256.4,6121.4,1652.8,4915,1505.8,22414.4,22267,10391,0,1579.5,24.3,8811.5,4,44681.4,5,0,1,83.9
North Wollo ZHD,Lasta WorHO,Ham 2010 to Sen 2011,351.3,2661.2,58477.7,18573.5,41.6,8.2,27750.5,2633.8,,71272,28387,70540.9,225,,11646.2,17668.1,,1687.3,,,4540.5,45.3,,,,,4622.8,4266.1,6927.3,18573.5,5014.8,15659.9,4622.8,63363,60878,31901.2,118601.5,26797,39780.8,5104.2,2.5,137175,31.2,117970.5,28.7,137175
North Wollo ZHD,Lasta WorHO,Ham 2011 to Sen 2012,314,3869,52335,16626,39,7,24833,2357,,70419,25403,63125,201,,10427,15811,,1510,,,4137,414,,,,,4137,3822,6198,16626,4489,14014,4137,64373,60149,28547,106133.1,26797,35598.7,5104.2,2.5,122754,31.1,117970.5,28.7,122754
North Wollo ZHD,Lasta WorHO,Ham 2012 to Sen 2013,366.2,2767.8,60952,19363.2,43.4,4.6,28921.8,2744.9,,,29585.3,73518.5,200.2,,12144.3,18413.9,4574.9,1764.2,,13122.1,4817.9,6.7,6649.5,,,,4817.9,4451.9,7218.9,19363.2,5228.1,13438.7,4817.9,,,33247.7,123607.5,27928,41459.8,5319.6,2.5,142965,31.2,123607.5,28.7,142965
North Wollo ZHD,Lasta WorHO,Ham 2013 to Sen 2014,369,2795.3,61424,19515.1,35.4,4.6,29148.7,2766.5,1213.2,84602,25192.5,73689.4,201.7,85.3,12239.6,18558.3,2876.5,1772.3,,13197.9,4855.7,201.7,33247.7,,,,4855.7,4486.9,7276.4,19515.1,5269.1,15849.5,4855.7,72619.1,71467.4,33508.5,0,32047.4,41785.1,1461.1,2,144086.4,25,0,23,144086.4
North Wollo ZHD,Lasta WorHO,Ham 2014 to Sen 2015,372.1,2789.8,61947.8,19679.6,39.7,4.4,29394.4,2789.8,,87578.5,29585.3,78619.1,188.9,,12342.8,18714.7,87578.5,1787.2,9880.5,87578.5,4896.6,489.7,33247.7,,,,4896.6,4524.5,7337.7,19906.2,5374.7,15983.1,4896.6,72890.1,72410.7,33790.9,0,32317.5,265.4,1473.4,2,145300.8,25,0,23,915.1
Central Gondar ZHD,Lay Armacho WorHO,Ham 2010 to Sen 2011,373.5,2829,62165.2,19744.7,44.2,8.7,29500.4,2799.8,,,30177,74989,239.2,,12380.5,18782.3,,1793.6,,,4826.8,48.2,,,,,4914.3,4535.2,7364.2,19744.7,5331.1,16647.4,4914.3,,,33912.8,126080.3,28486.7,42289.3,5426,2.5,145825,38.6,125409.5,36.2,145825
Central Gondar ZHD,Lay Armacho WorHO,Ham 2011 to Sen 2012,379,0,63162,20065,44.9,9,29970,2844,,84986,30658,76184,243,,12585,19081,,1822,,,4993,48.9,,,,,4993,4607.4,7481,20065,5418,16913,4993,75555,72593,34453,128088.8,28486.7,42962.9,5426,2.5,148148,38.6,125409.5,36.1,148148
Central Gondar ZHD,Lay Armacho WorHO,Ham 2012 to Sen 2013,377.6,2854.6,62863.4,19970.5,44.7,4.7,29828.8,2831,,,30513,75824,222.6,,12525.2,18991.3,4718.3,1819.5,,13533.6,4969,7,34290.3,,,,4969,4591.5,7445.3,19970.4,5392,28310.1,4969,,,34290.3,127483.8,28803.9,42760,5486.4,2.5,147448.3,38.6,127483.8,36.2,147448.3
Central Gondar ZHD,Lay Armacho WorHO,Ham 2013 to Sen 2014,383.2,2902.3,63776.2,20262.4,36.8,4.8,30264.9,2872.4,1259.7,89223,35860.8,81289.9,209.4,86.6,12708.3,19269,3033.6,1840.1,,13918.8,5041.7,209.4,34290.3,,,,5041.7,4658.7,7555,20262.4,5470.8,16456.4,5041.7,77395.7,72208.2,34791.6,0,27921.6,43385.1,6870,2,149603.9,31,0,29,149603.9
Central Gondar ZHD,Lay Armacho WorHO,Ham 2014 to Sen 2015,388.7,2913.8,64701.5,20554.4,41.4,4.6,30701,2913.8,,91471.5,30513,82113.9,197.3,,12891.4,19546.6,91471.5,1866.6,10319.7,91471.5,5114.3,511.4,34290.3,,,,5114.3,4725.6,7663.9,20791.1,5613.6,16693.6,5114.3,76130.2,75629.5,35292.9,0,31887.3,287.8,3405.6,2,151759.6,31,0,29,992.4
South Gondar ZHD,Lay Gayint,Ham 2010 to Sen 2011,622.6,4716.3,103636.5,32916.7,73.7,14.6,49180.5,4667.7,,139460,50308.6,125015.3,398.7,,20639.8,31312.2,,2990.2,,,8046.8,80.3,,,,,8192.7,7560.6,12276.9,32916.7,8887.5,27753.1,8192.7,123985,119122,56536.5,210190.3,47490.7,70501,9045.8,13.7,243107,52.4,209072,38.6,243107
South Gondar ZHD,Lay Gayint,Ham 2011 to Sen 2012,633,7570,105299,33451,74.9,15,49965,4742,,141684,51111,127009,405,,20980,31811,,3038,,,8323,81.6,,,,,8323,7681.2,12471,33451,9032,28196,8323,125961,121022,57438,213541.5,47490.7,71625.1,9045.8,13.7,246983,52.3,209072,38.6,246983
South Gondar ZHD,Lay Gayint,Ham 2012 to Sen 2013,636,4807.8,105877,33635,75.3,7.9,50238.8,4768.1,,,51391.3,127705.7,347.7,,21095.4,31986,7946.8,3064.5,,22793.8,8369,11.7,57753.1,,,,8369,7733.3,12539.6,33634.9,9081.4,47680.9,8369,,,57753.1,214713.2,48512.6,72018.1,9240.5,13.7,248338.2,52.4,214713.2,38.6,248338.2
South Gondar ZHD,Lay Gayint,Ham 2013 to Sen 2014,644.6,4882.5,107288.6,34086.7,61.9,8.1,50913.6,4832.1,2119.1,150479.7,54002.1,132559.2,352.3,145.1,21378.8,32415.6,5116.3,3095.6,,23474.8,8481.4,352.3,57753.1,,,,8481.4,7837.1,12709.5,34086.7,9203.4,27684.1,8481.4,127785.2,123888.7,58528.8,0,48541.2,72985.4,9987.6,11,251674,42,0,31,251674
South Gondar ZHD,Lay Gayint,Ham 2014 to Sen 2015,653.2,4896.7,108733.4,34542.5,69.6,7.7,51594.2,4896.7,,153721.4,51391.3,137995.6,331.5,,21664.5,32848.9,153721.4,3137,17342.6,153721.4,8594.8,859.5,57753.1,,,,8594.8,7941.6,12879.4,34940.2,9433.9,28054.2,8594.8,127939.7,127098.3,59311.2,0,49190,813.7,10121.1,11,255038.1,42,0,31,2805.7
South Wollo ZHD,Legahida WorHO,Ham 2010 to Sen 2011,204.2,1546.6,33984.6,10794.1,24.2,4.8,16127.4,1530.6,,45732,16497.3,40995.2,130.7,,6768.2,10267.9,,980.6,,,2638.7,26.3,,,,,2686.6,2479.3,4025.9,10794.1,2914.4,9100.8,2686.6,40657,39063,18539.5,68925.9,15573.2,23118.8,2966.3,1.2,79720,19.9,68559.2,18.7,79720
South Wollo ZHD,Legahida WorHO,Ham 2011 to Sen 2012,207,2482,34530,10969,24.6,5,16385,1555,,46461,16760,41649,133,,6880,10432,,996,,,2729,26.7,,,,,2729,2518.8,4090,10969,2962,9246,2729,41305,39686,18835,70024.8,15573.2,23487.4,2966.3,1.2,80991,19.9,68559.2,18.7,80991
South Wollo ZHD,Legahida WorHO,Ham 2012 to Sen 2013,204,1542,33957.7,10787.7,24.2,2.5,16113,1529.3,,,16482.6,40958.8,120.3,,6765.9,10258.8,2548.8,982.9,,7310.6,2684.2,3.8,18523,,,,2684.2,2480.3,4021.8,10787.7,2912.7,15292.6,2684.2,,,18523,68864.6,15559.3,23098.2,2963.7,1.2,79649,19.9,68864.6,18.7,79649
South Wollo ZHD,Legahida WorHO,Ham 2013 to Sen 2014,205.9,1559.3,34265.2,10886.4,19.8,2.6,16260.5,1543.3,676.8,48884.1,16216,41576.7,112.5,45.2,6827.8,10352.7,1662.1,988.6,,7625.9,2708.7,112.5,18523,,,,2708.7,2503,4059.1,10886.4,2939.3,8841.6,2708.7,40430.9,39947.1,18692.6,0,17319.2,23309.6,1373.3,1,80378,16,0,15,80378
South Wollo ZHD,Legahida WorHO,Ham 2014 to Sen 2015,207.8,1558.1,34597.1,10990.8,22.2,2.4,16416.4,1558.1,,48911.5,16482.6,43907.9,105.5,,6893.3,10452,48911.5,998.1,5518.1,48911.5,2734.7,273.5,18523,,,,2734.7,2526.9,4098,11117.4,3001.7,8926.4,2734.7,40708.3,40440.5,18871.8,0,17485.3,82.7,1386.5,1,81148.8,16,0,15,285.1
South Wollo ZHD,Legambo WorHO,Ham 2010 to Sen 2011,522,3951.3,86836,27586,64,12,41204,3911,,116840,42149,104739,334,,17302,26233,,2505.2,,,6864,686,,,,,6864,6342,10284,27586,7448,23252,6864,103875,99801,47367,176098.3,39787.9,59066,7578.6,3.7,203676,49.9,175161.4,46.1,203676
South Wollo ZHD,Legambo WorHO,Ham 2011 to Sen 2012,530,6342,88220,28026,64,12,41861,3973,,118703,42821,106409,339,,17577,26652,,2545,,,6973,697,,,,,6973,6443,10448,28026,7567,23623,6973,105531,101393,48122,178906.5,39787.9,60008,7578.6,3.7,206924,49.8,175161.4,46.1,206924
South Wollo ZHD,Legambo WorHO,Ham 2012 to Sen 2013,521.3,3940.4,86775.4,27566.9,61.7,6.5,41175.1,3907.9,,,42119.6,104666,307.3,,17289.5,26215.3,6513.1,2511.6,,18681.5,6859.1,9.6,47333.7,,,,6859.1,6338.1,10277.3,27566.8,7443,39078.7,6859.1,,,47333.7,175976.2,39760.3,59025.1,7573.4,3.7,203534.9,49.9,175976.2,46.1,203534.9
South Wollo ZHD,Legambo WorHO,Ham 2013 to Sen 2014,553.5,4192.7,92132.3,29271.4,53.2,6.9,43721.2,4149.5,1819.7,128453,37368.3,108583.6,302.6,125.7,18358.7,27836.3,4367.4,2658.3,,20038.7,7283.3,302.6,47333.7,,,,7283.3,6730,10914.1,29271.4,7903.3,23773.3,7283.3,108862,107258.7,50260.6,0,46701.9,62675,3558.7,3,216120.7,40,0,37,216120.7
South Wollo ZHD,Legambo WorHO,Ham 2014 to Sen 2015,558.8,4188.9,93015.4,29549.2,59.6,6.5,44135.9,4188.9,,131500,42119.6,118047.5,283.6,,18532.8,28100.4,131500,2683.5,14835.6,131500,7352.4,735.2,47333.7,,,,7352.4,6793.6,11017.6,29889.4,8070.1,23998.8,7352.4,109445.3,108725.5,50737.4,0,47144.9,597.7,3592.5,3,218170.8,40,0,37,2061.1
South Gondar ZHD,Libo Kemkem WorHO,Ham 2010 to Sen 2011,691.3,5236.6,115069.9,36548.1,81.9,16.2,54606.2,5182.6,,154846,55858.7,138807.3,442.7,,22916.8,34766.6,,3320.1,,,8934.6,89.1,,,,,9096.5,8394.7,13631.3,36548.1,9868,30814.9,9096.5,137663,132264,62773.7,233378.9,52729.9,78278.8,10043.8,7.5,269927,46.1,232137.2,38.6,269927
South Gondar ZHD,Libo Kemkem WorHO,Ham 2011 to Sen 2012,702,8405,116916,37142,83.2,16,55477,5265,,157315,56749,141021,450,,23295,35321,,3373,,,9242,90.6,,,,,9242,8528.6,13847,37142,10028,31307,9242,139857,134373,63775,237099.3,52729.9,79526.7,10043.8,7.5,274230,46.1,232137.2,38.6,274230
South Gondar ZHD,Libo Kemkem WorHO,Ham 2012 to Sen 2013,707.8,5350.1,117819,37428.8,83.8,8.8,55905.3,5305.9,,,57187.8,142109.8,386.9,,23474.8,35593.7,8843.2,3410.2,,25364.7,9312.9,13,64267.1,,,,9312.9,8605.5,13954,37428.7,10105.7,53058.9,9312.9,,,64267.1,238931,53984.4,80141.1,10282.7,7.5,276348.6,46.1,238931,38.6,276348.6
South Gondar ZHD,Libo Kemkem WorHO,Ham 2013 to Sen 2014,717.6,5435.5,119439.9,37947.3,68.9,9,56680,5379.4,2359.1,162399.2,61549.3,145441.8,392.2,168.9,23800.1,36086.9,5521.6,3446.2,,25334.3,9442,392.2,64267.1,,,,9442,8724.7,14149,37947.3,10245.8,30819.6,9442,139530.7,140647.3,65157.7,0,53413.4,81251.6,11744.3,6,280178,37,0,31,280178
South Gondar ZHD,Libo Kemkem WorHO,Ham 2014 to Sen 2015,727.5,5453.3,121092.9,38468.8,77.5,8.5,57458.8,5453.3,,171194.6,57187.8,153681.2,369.2,,24127.1,36582.8,171194.6,3493.5,19313.9,171194.6,9571.7,957.2,64267.1,,,,9571.7,8844.3,14343.4,38911.8,10506.2,31243,9571.7,142482.4,141545.3,66052.9,0,54147.3,1008.8,11905.7,6,284027.7,37,0,31,3478.5
East Gojjam ZHD,Machakel WorHO,Ham 2010 to Sen 2011,367.6,2784.2,61180.9,19432.1,43.5,8.6,29033.3,2755.5,,82329,29699.2,73801.7,235.4,,12184.5,18484.9,,1765.2,,,4750.4,47.4,,,,,4836.5,4463.3,7247.6,19432.1,5246.7,16383.8,4836.5,73193,70323,33375.8,124083.9,28035.7,41619.6,5340.1,6.2,143516,37.4,123423.8,31.2,143516
East Gojjam ZHD,Machakel WorHO,Ham 2011 to Sen 2012,373,4469,62163,19748,44.2,9,29496,2799,,83642,30173,74979,239,,12386,18780,,1793,,,4914,48.2,,,,,4914,4534.5,7362,19748,5332,16645,4914,74361,71444,33908,126063,28035.7,42283.5,5340.1,6.2,145805,37.4,123423.8,31.1,145805
East Gojjam ZHD,Machakel WorHO,Ham 2012 to Sen 2013,371.9,2811.4,61913.1,19668.6,44,4.6,29377.9,2788.2,,,30051.8,74677.8,203.3,,12335.8,18704.3,4647,1792,,13329,4893.9,244.7,6754.4,,,,4893.9,4522.1,7332.7,19668.5,5310.5,13650.6,4893.9,,,33772,125556.7,28368.4,42113.6,5403.5,6.2,145219.4,37.4,125556.7,31.2,145219.4
East Gojjam ZHD,Machakel WorHO,Ham 2013 to Sen 2014,376.3,2850,62626,19896.9,36.1,4.7,29719,2820.6,1236.9,85473.2,31989,77891.1,205.7,88.1,12479.1,18921.5,2906.1,1806.9,,13333.8,4950.7,205.7,33772,,,,4950.7,4574.6,7418.7,19896.9,5372.2,16159.6,4950.7,73780.7,73125.1,34164.1,0,29741.9,42602.7,4422.2,5,146905.8,30,0,25,146905.8
East Gojjam ZHD,Machakel WorHO,Ham 2014 to Sen 2015,380.7,2853.8,63369,20131.1,40.6,4.5,30068.7,2853.8,,89587.6,30051.8,80422.8,193.2,,12625.9,19144.1,89587.6,1828.2,10107.1,89587.6,5009,500.9,33772,,,,5009,4628.3,7506,20362.9,5498,16349.8,5009,19239.2,74071.9,34566.1,0,30091.9,276.8,4474.2,5,148634.2,30,0,25,954.5
South Wollo ZHD,Mehal Saint WorHO,Ham 2010 to Sen 2011,223,1691.2,37167,11807,27,5,17636,1674,,50010,18040,44830,143,,7405,11228,,1072.3,,,2938,294,,,,,2938,2715,4402,11807,3188,9952,2938,44460,42717,20274,75373.2,17029.9,25281.3,3243.8,1.2,87177,21.2,74972.2,19.9,87177
South Wollo ZHD,Mehal Saint WorHO,Ham 2011 to Sen 2012,227,2715,37760,11996,27,5,17917,1700,,50807,18328,45545,145,,7523,11407,,1089,,,2985,298,,,,,2985,2758,4472,11996,3239,10111,2985,45169,43398,20597,76575,17029.9,25684.4,3243.8,1.2,88567,21.2,74972.2,19.9,88567
South Wollo ZHD,Mehal Saint WorHO,Ham 2012 to Sen 2013,219.5,1658.9,36530.9,11605.2,26,2.7,17334,1645.1,,,17731.6,44062.5,129.4,,7278.6,11036.2,2741.9,1057.4,,7864.6,2887.6,144.4,3985.3,,,,2887.6,2668.2,4326.6,11605.1,3133.4,8054.4,2887.6,,,19926.6,74082.9,16738.4,24848.5,3188.3,1.2,85684.6,21.2,74082.9,19.9,85684.6
South Wollo ZHD,Mehal Saint WorHO,Ham 2013 to Sen 2014,220.8,1672.2,36744.3,11674.1,21.2,2.8,17437,1654.9,725.8,50436.4,17657.1,43942.5,120.7,51.3,7321.8,11101.7,1714.8,1060.2,,7868.1,2904.7,120.7,19926.6,,,,2904.7,2684.1,4352.8,11674.1,3152,9481.3,2904.7,43685,42508.6,20045,0,20045,24996.1,0,1,86193.6,17,0,16,86193.6
South Wollo ZHD,Mehal Saint WorHO,Ham 2014 to Sen 2015,222.2,1666.1,36995.4,11752.7,23.7,2.6,17554.4,1666.1,,52302.1,17731.6,46951.5,112.8,,7371.1,11176.5,52302.1,1067.3,5900.6,52302.1,2924.3,292.4,19926.6,,,,2924.3,2702,4382.1,11888,3209.8,9545.1,2924.3,43530.1,43243.8,20180,0,20180,94.8,0,1,86774,17,0,16,326.9
South Wollo ZHD,Mekdela WorHO,Ham 2010 to Sen 2011,450.3,3410.5,74943.1,23803.2,53.3,10.5,35564.1,3375.3,,100849,36379.8,90402.9,288.3,,14925.3,22642.9,,2162.3,,,5818.9,58.1,,,,,5924.4,5467.3,8877.8,23803.2,6426.9,20069.2,5924.4,89657,86142,40883.5,151995.8,34342.1,50981.7,6541.4,2.5,175799,39.9,151187.1,37.4,175799
South Wollo ZHD,Mekdela WorHO,Ham 2011 to Sen 2012,457,5474,76146,24190,54.2,11,36131,3429,,102457,36960,91845,293,,15172,23004,,2197,,,6019,59,,,,,6019,5554.5,9018,24190,6531,20390,6019,91087,87515,41535,154419.3,34342.1,51794.6,6541.4,2.5,178602,39.9,151187.1,37.4,178602
South Wollo ZHD,Mekdela WorHO,Ham 2012 to Sen 2013,450.1,3402.5,74929.7,23803.7,53.3,5.6,35554.3,3374.4,,,36369.9,90378,265.4,,14929.3,22636.6,5624,2168.8,,16131.3,5922.8,8.3,40872.1,,,,5922.8,5472.9,8874.4,23803.6,6427,33744,5922.8,,,40872.1,151953.6,34332.6,50967.6,6539.5,2.5,175750.2,39.9,151953.6,37.4,175750.2
South Wollo ZHD,Mekdela WorHO,Ham 2013 to Sen 2014,454.3,3441.2,75616.9,24024.3,43.6,5.7,35883.9,3405.7,1493.5,108313.7,34581.6,94427.4,248.3,99,15067.7,22846.5,3682.7,2181.8,,16896.9,5977.7,248.3,40872.1,,,,5977.7,5523.6,8957.7,24024.3,6486.6,19511.7,5977.7,88694.9,88684.5,41251,0,38109.6,51440,3141.4,2,177379.4,32,0,30,177379.4
South Wollo ZHD,Mekdela WorHO,Ham 2014 to Sen 2015,458.7,3438.7,76357.4,24257.2,48.9,5.4,36231.7,3438.7,,107949.9,36369.9,96906.5,232.8,,15213.8,23067.9,107949.9,2202.9,12178.7,107949.9,6035.6,603.6,40872.1,,,,6035.6,5576.9,9044.5,24536.6,6624.9,19700.9,6035.6,89844.9,89254,41650.9,0,38479,402.7,3171.9,2,179098.9,32,0,30,1388.7
North Wollo ZHD,Mekete WorHO,Ham 2010 to Sen 2011,531,4022.2,88384.4,28072.3,62.9,12.4,41942.7,3980.7,,,42904.7,106616.9,340,,17602.2,26704,,2550.1,,,6862.6,68.5,,,,,6987,6447.9,10470.1,28072.3,7579.5,23668.7,6987,147460,141678,48216,179256.7,40501.5,60125.4,7714.6,2.5,207329,44.9,178302.9,42.4,207329
North Wollo ZHD,Mekete WorHO,Ham 2011 to Sen 2012,576,0,95878,30459,0,13,45494,4318,,129008,46538,115646,369,,19103,28965,,2766,,,7579,758,,,,,7579,7003,11355,30459,8224,25674,7579,149811,110194,52299,194436.4,40501.5,65216.9,7714.6,2.5,224886,44.9,178302.9,42.4,224886
North Wollo ZHD,Mekete WorHO,Ham 2012 to Sen 2013,541.6,4093.7,90151.6,28639.4,64.1,6.8,42777.1,4059.9,,,43758.4,108738.2,296,,17962.2,27235.2,6766.5,2609.4,,19408.3,7126,10,9835.1,,,,7126,6584.7,10677.2,28639.3,7732.6,19876.6,7126,,,49175.3,182822.8,41307.2,61321.6,7868,2.5,211453.7,44.9,182822.8,42.4,211453.7
North Wollo ZHD,Mekete WorHO,Ham 2013 to Sen 2014,548.3,4153.4,91267.9,28996.8,52.7,6.9,43311.1,4110.6,1802.7,129661.3,44614.8,112925.7,299.7,121.1,18186.4,27575.2,4408.5,2633.3,,20227.2,7214.9,299.7,49175.3,,,,7214.9,6666.9,10811.7,28996.8,7829.1,23550.3,7214.9,105766.9,108326.3,49789.1,0,42362.6,62087,7426.5,2,214093.2,36,0,34,214093.2
North Wollo ZHD,Mekete WorHO,Ham 2014 to Sen 2015,555.2,4162.1,92420.8,29360.3,59.2,6.5,43853.8,4162.1,,130659.5,43758.4,117292.9,281.8,,18414.3,27920.8,130659.5,2666.3,14740.8,130659.5,7305.4,730.5,49175.3,,,,7305.4,6750.1,10947.2,29698.3,8018.6,23845.4,7305.4,108745.7,108030.5,50413.1,0,42893.5,588.3,7519.6,2,216776.2,36,0,34,2028.7
South Gondar ZHD,Mena meketewa,Ham 2010 to Sen 2011,148.2,1122.8,24672.1,7836.3,17.6,3.5,11708.1,1111.2,,,11976.7,29761.6,94.9,,4913.6,7454.3,,711.9,,,1915.7,19.1,,,,,1950.4,1799.9,2922.7,7836.3,2115.8,6607,1950.4,,,13459.3,50038.7,11305.8,16783.8,2153.5,1.2,57875,13.7,49772.5,12.5,57875
South Gondar ZHD,Mena meketewa,Ham 2011 to Sen 2012,151,0,25068,7963,17.8,4,11895,1129,,33729,12167,30236,96,,4995,7573,,723,,,1981,19.4,,,,,1981,1828.6,2969,7963,2150,6712,1981,29986,28811,13674,50835.9,11305.8,17051.1,2153.5,1.2,58797,13.7,49772.5,12.5,58797
South Gondar ZHD,Mena meketewa,Ham 2012 to Sen 2013,139.4,1053.5,23200.5,7370.4,16.5,1.7,11008.7,1044.8,,,11261.2,27983.8,76.2,,4622.6,7009,1741.4,671.5,,4994.7,1833.9,2.6,12655.3,,,,1833.9,1694.6,2747.8,7370.3,1990,10448.2,1833.9,,,12655.3,47049.6,10630.4,15781.1,2024.8,1.2,54417.7,13.7,47049.6,12.5,54417.7
South Gondar ZHD,Mena meketewa,Ham 2013 to Sen 2014,140.2,1062,23336.1,7414.1,13.5,1.8,11074.1,1051,460.9,31286.9,11468.6,27506.9,76.6,33.6,4650,7050.6,1063.8,673.3,,4880.8,1844.8,76.6,12655.3,,,,1844.8,1704.6,2764.4,7414.1,2001.8,6021.5,1844.8,26580.3,28160.6,12730.5,0,12730.5,15874.9,0,1,54741,11,0,10,54741
South Gondar ZHD,Mena meketewa,Ham 2014 to Sen 2015,141.1,1058.1,23495.5,7464.1,15,1.7,11148.7,1058.1,,33216.7,11261.2,29818.6,71.6,,4681.4,7098.1,33216.7,677.8,3747.5,33216.7,1857.2,185.7,12655.3,,,,1857.2,1716,2783,7550,2038.5,6062.1,1857.2,27645.7,27463.9,12816.2,0,12816.2,38.2,0,1,55109.6,11,0,10,131.9
North Shewa ZHD,Menz Gera Midir WorHO,Ham 2010 to Sen 2011,316.7,2398.9,52714.5,16743,37.5,7.4,25015.6,2374.2,,70936,25589.3,63588.8,202.8,,10498.4,15926.9,,1521,,,4093,40.8,,,,,4167.2,3845.7,6244.6,16743,4520.6,14116.6,4167.2,63065,60591,28757.2,106912.9,24156,35860.2,4601.1,5,123655.9,29.9,106344,24.9,123655.9
North Shewa ZHD,Menz Gera Midir WorHO,Ham 2011 to Sen 2012,322,3850,53560,17015,39,8,25414,2412,,72067,25997,64603,206,,10672,16181,,1545,,,4234,423,,,,,4234,3912,6343,17015,4594,14342,4234,64070,61557,29216,108617.1,24156,36431.8,4601.1,5,125627,29.9,106344,24.9,125627
North Shewa ZHD,Menz Gera Midir WorHO,Ham 2012 to Sen 2013,327.9,2478.3,54577.6,17338.2,38.8,4.1,25897.2,2457.9,,,26491.3,65829.9,193.3,,10874.3,16488.2,4096.4,1579.7,,11749.8,4314.1,6,29770.6,,,,4314.1,3986.3,6464,17338.2,4681.3,24578.6,4314.1,,,29770.6,110680.7,25007.3,37124,4763.3,5,128013.8,29.9,110680.7,24.9,128013.8
North Shewa ZHD,Menz Gera Midir WorHO,Ham 2013 to Sen 2014,333.1,2523.1,55443.3,17614.9,32,4.2,26310.5,2497.1,1095.1,80462.6,29179.6,71595.7,182.1,71.1,11047.9,16751.3,2735.7,1599.7,,12552.2,4382.9,182.1,29770.6,,,,4382.9,4050,6567.9,17614.9,4756,14306.3,4382.9,65724.3,64332.6,30245.8,0,23359.7,37716.5,6886.1,4,130057,24,0,20,130057
North Shewa ZHD,Menz Gera Midir WorHO,Ham 2014 to Sen 2015,338.3,2536,56312.9,17889.5,36.1,4,26720.5,2536,,79612,26491.3,71467.7,171.7,,11220,17012.4,79612,1624.6,8981.7,79612,4451.2,445.1,29770.6,,,,4451.2,4112.9,6670.2,18095.5,4885.8,14529.2,4451.2,66259.8,65824,30717.2,0,23723.7,217.8,6993.4,4,132083.8,24,0,20,750.9
North Shewa ZHD,Menz Keya Gebreal WorHO,Ham 2010 to Sen 2011,148.9,1127.8,24783.6,7871.7,17.6,3.5,11761,1116.2,,33350,12030.8,29896.1,95.3,,4935.8,7488,,715.1,,,1924.3,19.2,,,,,1959.2,1808,2935.9,7871.7,2125.4,6636.9,1959.2,29650,28487,13520.1,50264.8,11356.9,16859.6,2163.2,1.2,58136.5,16.2,49997.4,15,58136.5
